42637,Una oración para acompañar la muerte [Prayer for Tending Death],Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Elyla/Una-nueva-oraci%C3%B3n-para-acompa%C3%B1ar-la-muerte/Elyla_Prayer-for-Tending-Death_exhibition_H.264index.m3u8,,
27177,Ofrenda,Installation,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/ElylaFredmanBarahona)+_Ofrenda/index.m3u8,,
27247,A short video about Tate Modern,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Emma_Wolukau-Wanambwa_AShortVideoAboutTateModern/index.m3u8,,
29434,The Death of K9 Cigo,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Emmanuel_Van_de_Auwera_TheDeathofK9Cigo/index.m3u8,,
20259,La Memoria Verde,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Enrique_Ramirez_MemoriaVerde_inglessubs/index.m3u8,,
26934,The Weaver's Lament,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Erika_Tan_TheWeaversLament/index.m3u8,,
29965,Sueños de Jepira (Dreams of Jepira),Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Eusebio_Siosi_Sue%C3%B1osdeJepira/index.m3u8,,
24051,Parallel Narratives,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Francisco_Camacho_Herrera_ParallelNarratives/index.m3u8,,
40821,The Butterfly Dream,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Fuyuhiko_Takata_ButterflyDream/index.m3u8,,
40815,Cut Suits,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Fuyuhiko_Takata_CutSuits/index.m3u8,,
40817,Dream Catcher,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Fuyuhiko_Takata_DreamCatcher_NewLyric/index.m3u8,,
40813,JAPAN ERECTION,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Fuyuhiko_Takata_JapanErection/index.m3u8,,
40823,Love Phantom,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Fuyuhiko_Takata_LovePhantom/index.m3u8,,
40825,STORYTELLING,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Fuyuhiko_Takata_Storytelling/index.m3u8,,
40827,The Princess and the Magic Birds,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Fuyuhiko_Takata_ThePrincessandtheMagicBirds/index.m3u8,,
40819,VENUS ANAL TRAP,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Fuyuhiko_Takata_VenusAnalTrap/index.m3u8,,
42309,Dibujar el deseo [Drawing Desire],Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Gabriela-Novoa/Dibujar-el-deseo/Gabriela-Novoa_Dibujar-el-deseo_exhibition_H.264_ENindex.m3u8,,
42649,Blocking,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Gabriela-Novoa/Dibujar-el-deseo/Li+Binyuan/Blocking/Li-Binyuan_BLOCKING_exhibition_H.264index.m3u8,,
21519,Rewilding,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Gary-Ross+Pastrana_Rewilding/index.m3u8,,
28280,The Invaders,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Ghita_Skali_the_invaders/index.m3u8,,
25245,The Hole’s Journey,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Ghita_Skali_theHole'sJourney/index.m3u8,,
20247,The Workshop,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Gilad_Ratman_TheWorkshop/index.m3u8,,
42313,Flora Rebellis - Mulheres (Women),Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Giselle-Beiguelman/Flora-Rebellis/BT_women_1x1-001index.m3u8,,
38515,Terraist,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Gordon_Hookey_Terrarist/index.m3u8,,
21830,David,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/GuanXiao_David/index.m3u8,,
29440,Le Fou Postcolonial Insane,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Guy_Woete_Le_Fou_Post+_Colonial_Insane_I/index.m3u8,,
495,"Serious Games 3, Immersion",Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Harun_Farocki_SG3/index.m3u8,,
21473,As Bird’s Flying,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Heba+Amin_As+Birds+Fly/index.m3u8,,
31919,A Ritual for Metamorphosis,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Heeso_Kwon_ARitualENG/index.m3u8,,
29973,The Call,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Helina_Metaferia_TheCall/index.m3u8,,
29971,The Willing (Sharjah),Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Helina_Metaferia_TheWilling_Sharjah/index.m3u8,,
38562,Echoes from Clouds,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Hideki+Umezawa+%2B+Koichi+Sato/Echoes+from+Clouds%2C+2021-2023/EFC_multiscreen_H265/index.m3u8,,
23155,The Anatomy Classroom,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Hikaru+Fuji/Anatomy+Classroom/index.m3u8,,
26279,COVID-19 May 2020,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/HikaruFujii_Covid19May2020/index.m3u8,,
26281,Les nucléaires et les choses,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/HikaruFujii_LesNucleairesEtLesChoses/index.m3u8,,
31988,"Walk Over, 1973",Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Hiwa_K_WalkOver/index.m3u8,,
5734,Music While We Work,Film &amp; Video|Installation,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Hong-Kai_Wang_MusicWhileWeWork/index.m3u8,,
21784,Invalid Throne,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Jakrawal_Nilthamrong_Invalid_Throne/index.m3u8,,
39632,Punch-Drunk Love,Film &amp; Video,https://org-kadist-kvl-media-output.s3.us-west-1.amazonaws.com/HLS/Jamel+Robinson/Punk-drunk+Love%2C+2022/Jamel+Robinson_Punch+Drunk+Love.mp4/index.m3u8,,
